707345	A3288M014	331.41479	-13.271722	160.05	52813.5554089	I.MP9701	03AL03	03AQ05	2003-06-23	13:19:47.33	
696002	VWDAA02	188.95513	-4.3983889	140.05	52722.4859076	G.MP9401	03AL03	03AQ02	2003-03-24	11:39:42.42	
696001	VWDAA01	188.56479	-5.3078056	140.07	52722.4834112	G.MP9401	03AL03	03AQ02	2003-03-24	11:36:06.73	
696004	VWDAA03	189.34442	-3.4888611	140.04	52722.492854	G.MP9401	03AL03	03AQ02	2003-03-24	11:49:42.58	
705175	VWDAA02	188.95513	-4.3985	140.04	52796.4078701	R.MP9601	03AL03	03AQ04	2003-06-06	9:47:19.97	
705174	VWDAA03	189.34442	-3.489	140.05	52796.4049646	R.MP9601	03AL03	03AQ04	2003-06-06	9:43:08.94	
696021	VWDAA03	189.34442	-3.4888056	140.04	52722.538918	G.MP9401	03AL03	03AQ02	2003-03-24	12:56:02.52	
696020	VWDAA02	188.95513	-4.3983333	140.05	52722.5364297	G.MP9401	03AL03	03AQ02	2003-03-24	12:52:27.53	
696019	VWDAA01	188.56483	-5.3078056	140.05	52722.5339085	G.MP9401	03AL03	03AQ02	2003-03-24	12:48:49.69	
695988	VWDAA05	189.47725	-5.6963056	140.05	52722.4491636	G.MP9401	03AL03	03AQ02	2003-03-24	10:46:47.74	
695989	VWDAA06	189.86675	-4.7860278	140.05	52722.4516953	G.MP9401	03AL03	03AQ02	2003-03-24	10:50:26.48	
695990	VWDAA07	190.25521	-3.8761111	140.04	52722.4541929	G.MP9401	03AL03	03AQ02	2003-03-24	10:54:02.27	
707176	A3298M014	332.34708	-12.931361	160.04	52812.5254912	I.MP9701	03AL03	03AQ05	2003-06-22	12:36:42.44	
707175	A3288P014	330.381	-10.543139	160.05	52812.5224346	I.MP9701	03AL03	03AQ05	2003-06-22	12:32:18.35	
707174	A3288P004	330.72342	-11.453139	160.06	52812.5194834	I.MP9701	03AL03	03AQ05	2003-06-22	12:28:03.37	
707177	A3298M004	331.99758	-12.023417	160.05	52812.528509	I.MP9701	03AL03	03AQ05	2003-06-22	12:41:03.17	
707332	A3298M014	332.34708	-12.931389	160.04	52813.516102	I.MP9701	03AL03	03AQ05	2003-06-23	12:23:11.21	
707331	A3288P014	330.381	-10.543167	160.04	52813.5130726	I.MP9701	03AL03	03AQ05	2003-06-23	12:18:49.48	
707334	A3298P004	331.65042	-11.115056	160.04	52813.5221798	I.MP9701	03AL03	03AQ05	2003-06-23	12:31:56.33	
707333	A3298M004	331.99758	-12.023444	160.06	52813.5191284	I.MP9701	03AL03	03AQ05	2003-06-23	12:27:32.70	
707351	A3298P004	331.65042	-11.115028	160.04	52813.5736596	I.MP9701	03AL03	03AQ05	2003-06-23	13:46:04.19	
707350	A3298M004	331.99754	-12.023417	160.04	52813.5706343	I.MP9701	03AL03	03AQ05	2003-06-23	13:41:42.80	
707349	A3298M014	332.34708	-12.931389	160.05	52813.567605	I.MP9701	03AL03	03AQ05	2003-06-23	13:37:21.07	
707348	A3288P014	330.381	-10.543111	160.06	52813.5644709	I.MP9701	03AL03	03AQ05	2003-06-23	13:32:50.28	
707352	A3298P014	331.30542	-10.206222	160.06	52813.576682	I.MP9701	03AL03	03AQ05	2003-06-23	13:50:25.33	
707367	A3298P004	331.65042	-11.115028	160.06	52813.6220632	I.MP9701	03AL03	03AQ05	2003-06-23	14:55:46.26	
707366	A3298M004	331.99758	-12.023417	160.05	52813.6190292	I.MP9701	03AL03	03AQ05	2003-06-23	14:51:24.12	
707364	A3288P014	330.381	-10.543111	160.04	52813.6131326	I.MP9701	03AL03	03AQ05	2003-06-23	14:42:54.65	
707363	A3288P004	330.72342	-11.453139	160.04	52813.6101709	I.MP9701	03AL03	03AQ05	2003-06-23	14:38:38.77	
707365	A3298M014	332.34708	-12.931361	160.04	52813.6160815	I.MP9701	03AL03	03AQ05	2003-06-23	14:47:09.44	
705142	VWDAA02	188.95513	-4.3985	140.05	52796.3125662	R.MP9601	03AL03	03AQ04	2003-06-06	7:30:05.72	
705141	VWDAA03	189.34442	-3.4889444	140.05	52796.3097701	R.MP9601	03AL03	03AQ04	2003-06-06	7:26:04.14	
705162	VWDAA15	192.07858	-4.6468611	140.05	52796.3711614	R.MP9601	03AL03	03AQ04	2003-06-06	8:54:28.35	
705159	VWDAA02	188.95513	-4.3984444	140.05	52796.3627273	R.MP9601	03AL03	03AQ04	2003-06-06	8:42:19.64	
705161	VWDAA16	192.46408	-3.7356667	140.06	52796.3684214	R.MP9601	03AL03	03AQ04	2003-06-06	8:50:31.61	
705163	VWDAA14	191.69208	-5.5579167	140.04	52796.3739668	R.MP9601	03AL03	03AQ04	2003-06-06	8:58:30.73	
705160	VWDAA01	188.56483	-5.3078611	140.05	52796.3655275	R.MP9601	03AL03	03AQ04	2003-06-06	8:46:21.57	
707335	A3298P014	331.30542	-10.206222	160.06	52813.5251993	I.MP9701	03AL03	03AQ05	2003-06-23	12:36:17.22	
707337	A3268M014	329.54279	-13.943194	160.04	52813.530828	I.MP9701	03AL03	03AQ05	2003-06-23	12:44:23.54	
707179	A3298P014	331.30537	-10.206222	160.05	52812.534625	I.MP9701	03AL03	03AQ05	2003-06-22	12:49:51.60	
707178	A3298P004	331.65042	-11.114972	160.05	52812.5316025	I.MP9701	03AL03	03AQ05	2003-06-22	12:45:30.46	
703572	VWDAA04	189.733	-2.5792778	140.05	52786.3277368	R.MP9601	03AL03	03AQ04	2003-05-27	7:51:56.46	
703573	VWDAA03	189.34442	-3.4889167	140.05	52786.3330166	R.MP9601	03AL03	03AQ04	2003-05-27	7:59:32.63	
703571	VWDAA05	189.47725	-5.6959722	140.05	52786.3246033	R.MP9601	03AL03	03AQ04	2003-05-27	7:47:25.72	
695987	VWDAA04	189.733	-2.5788611	140.05	52722.4466348	G.MP9401	03AL03	03AQ02	2003-03-24	10:43:09.25	
705139	VWDAA05	189.47725	-5.6959722	140.05	52796.3041958	R.MP9601	03AL03	03AQ04	2003-06-06	7:18:02.51	
705140	VWDAA04	189.733	-2.57925	140.05	52796.307037	R.MP9601	03AL03	03AQ04	2003-06-06	7:22:08.00	
696007	VWDAA06	189.86675	-4.7860833	140.05	52722.500397	G.MP9401	03AL03	03AQ02	2003-03-24	12:00:34.30	
696006	VWDAA05	189.47725	-5.6960833	140.05	52722.4978867	G.MP9401	03AL03	03AQ02	2003-03-24	11:56:57.41	
696005	VWDAA04	189.733	-2.5791667	140.06	52722.4953515	G.MP9401	03AL03	03AQ02	2003-03-24	11:53:18.37	
696024	VWDAA06	189.86675	-4.7858333	140.05	52722.5464136	G.MP9401	03AL03	03AQ02	2003-03-24	13:06:50.13	
696023	VWDAA05	189.47725	-5.6962778	140.06	52722.5439426	G.MP9401	03AL03	03AQ02	2003-03-24	13:03:16.64	
696022	VWDAA04	189.73296	-2.5791389	140.06	52722.5414069	G.MP9401	03AL03	03AQ02	2003-03-24	12:59:37.56	
705172	VWDAA05	189.47725	-5.6959722	140.04	52796.3992207	R.MP9601	03AL03	03AQ04	2003-06-06	9:34:52.66	
705173	VWDAA04	189.733	-2.57925	140.05	52796.4021088	R.MP9601	03AL03	03AQ04	2003-06-06	9:39:02.20	
705158	VWDAA03	189.34442	-3.4889722	140.05	52796.3599844	R.MP9601	03AL03	03AQ04	2003-06-06	8:38:22.65	
705157	VWDAA04	189.733	-2.5792778	140.04	52796.3571987	R.MP9601	03AL03	03AQ04	2003-06-06	8:34:21.96	
707613	A3307M004	332.925	-11.681306	160.05	52815.5499365	I.MP9701	03AL03	03AQ05	2003-06-25	13:11:54.51	
707614	A3307M014	333.277	-12.588194	160.05	52815.5530642	I.MP9701	03AL03	03AQ05	2003-06-25	13:16:24.75	
707615	A3336P014	334.98242	-8.8295278	160.05	52815.5561983	I.MP9701	03AL03	03AQ05	2003-06-25	13:20:55.53	
707612	A3307P004	332.57529	-10.774	160.06	52815.5468163	I.MP9701	03AL03	03AQ05	2003-06-25	13:07:24.93	
707616	A3336P004	335.33721	-9.7341111	160.05	52815.5591854	I.MP9701	03AL03	03AQ05	2003-06-25	13:25:13.62	
703570	VWDAA06	189.86675	-4.7861944	140.04	52786.3213494	R.MP9601	03AL03	03AQ04	2003-05-27	7:42:44.59	
703569	VWDAA07	190.25521	-3.8762222	140.05	52786.3180458	R.MP9601	03AL03	03AQ04	2003-05-27	7:37:59.15	
707597	A3307M014	333.277	-12.58825	160.05	52815.5022163	I.MP9701	03AL03	03AQ05	2003-06-25	12:03:11.49	
707599	A3336P014	334.98242	-8.8295	160.05	52815.5076419	I.MP9701	03AL03	03AQ05	2003-06-25	12:11:00.26	
707596	A3307M004	332.925	-11.681306	160.06	52815.4993143	I.MP9701	03AL03	03AQ05	2003-06-25	11:59:00.75	
705138	VWDAA06	189.86675	-4.7862222	140.05	52796.3014291	R.MP9601	03AL03	03AQ04	2003-06-06	7:14:03.48	
705137	VWDAA07	190.25521	-3.8762222	140.06	52796.2986359	R.MP9601	03AL03	03AQ04	2003-06-06	7:10:02.14	
